binary_sha256,command,git_dirty,git_revision,invocation,layer,max_abs,mode,model_sha256,parity_pass,q8_model_sha256,records,rmse,site,threads,tolerance_failures,top1_changes,top1_rows,trace_sha256,values,variant
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,0.00466469675303,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.000760937781268,model.layers.0.self_attn.v_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,10944,activation_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,0.00459887087345,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00084466489697,model.layers.0.self_attn.v_proj.weight,1,,1,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,10944,w8a8
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,9.53674316406e-07,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,True,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,2.51478667933e-08,model.layers.0.self_attn.o_proj.weight,1,0,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,fp32_capture
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,0.00256311893463,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.000266466599826,model.layers.0.self_attn.o_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,weight_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,0.00878620147705,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.000615914561372,model.layers.0.self_attn.o_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,activation_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,0.0109589099884,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.000675156644969,model.layers.0.self_attn.o_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,w8a8
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,2.38418579102e-06,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,True,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,1.3549569799e-07,model.layers.0.mlp.gate_proj.weight,1,0,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,87552,fp32_capture
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,0.0261454582214,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00256828434668,model.layers.0.mlp.gate_proj.weight,1,,1,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,87552,weight_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,0.0305186212063,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00492521585931,model.layers.0.mlp.gate_proj.weight,1,,1,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,87552,activation_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,0.0378098487854,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00555355838107,model.layers.0.mlp.gate_proj.weight,1,,1,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,87552,w8a8
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,1.19209289551e-06,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,True,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,1.14479631066e-07,model.layers.0.mlp.up_proj.weight,1,0,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,87552,fp32_capture
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,0.0154059231281,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00260459880169,model.layers.0.mlp.up_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,87552,weight_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,0.0266809463501,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00506112040335,model.layers.0.mlp.up_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,87552,activation_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,0.0281733870506,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00567380203682,model.layers.0.mlp.up_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,87552,w8a8
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,8.58306884766e-06,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,True,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,4.62575741707e-07,model.layers.0.mlp.down_proj.weight,1,0,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,fp32_capture
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,0.0576777458191,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.00751642832239,model.layers.0.mlp.down_proj.weight,1,,1,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,weight_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,0.110277473927,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.0150822375334,model.layers.0.mlp.down_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,activation_only
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",0,0.120167315006,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,0.0169350604896,model.layers.0.mlp.down_proj.weight,1,,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,w8a8
f05906efefe2cee8cd8652a83b7c795128abef00ec21aec6ad7dfa318a7304e9,replay,True,4e9f6c50354337c415bb8c37e3ed23736ee0af40,"[""/home/rmj/FPGA_LLM/llama2.c/build/smollm"",""replay"",""--mode"",""linear"",""--trace"",""/home/rmj/FPGA_LLM/llama2.c/traces/numerical/fp32_fp32.smtrace"",""--model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-f32.bin"",""--q8-model"",""/home/rmj/FPGA_LLM/llama2.c/models/smollm2-q8.bin""]",14,7.62939453125e-06,linear,2d2367f33b1e87706b959fa8ec1de4b3d04572c5d5bad9b0fd6ecbd905fc7849,True,b9ab3f3690b6648fe3ba2c1b75e1cb9af93b54d6f4ce9ad93867d20c2e61873d,57,3.7833942594e-07,model.layers.14.self_attn.q_proj.weight,1,0,0,57,d444685ef3228ef0f01eee77644159391f164fdf83c26382b42ed6e2b3825ef2,32832,fp32_capture
